rewards,   timestep
0.337620578778, 199089
0.327868852459, 200187
0.537459283388, 201108
0.157480314961, 201616
0.269784172662, 202450
0.262039660057, 203862
0.108108108108, 204232
0.345016429354, 205145
0.125628140704, 205543
0.025641025641, 205933
0.108024691358, 206581
0.176730486009, 207260
0.183673469388, 207995
0.18675721562, 208584
0.185676392573, 209338
0.25641025641, 210157
0.188442211055, 210555
0.339761248852, 211644
0.327476038339, 212270
0.233281493002, 212913
0.0932835820896, 213449
0.0777202072539, 213835
0.0651465798046, 214449
0.229759299781, 215363
0.134357005758, 215884
0.172201722017, 216697
0.227014755959, 217578
0.136815920398, 217980
0.142045454545, 218508
0.209267563528, 219177
0.151133501259, 219574
0.149812734082, 220108
0.159728944821, 221141
0.20295202952, 221683
0.270935960591, 222089
0.298755186722, 223294
0.207286432161, 224090
0.334872979215, 224956
0.238095238095, 225628
0.150905432596, 226125
0.226086956522, 226700
0.0916030534351, 227355
0.458633093525, 228467
0.473781048758, 229554
0.223880597015, 230358
0.119331742243, 230777
0.16157989228, 231334
0.190930787589, 231753
0.1982160555, 232762
0.15, 233362
0.15306122449, 234048
0.323868677906, 235175
0.215366705471, 236034
0.224032586558, 236525
0.258992805755, 237220
0.180412371134, 237608
0.187224669604, 238516
0.307354555434, 239427
0.12077294686, 240048
0.221291866029, 240884
0.220318237454, 241701
0.466403162055, 242966
0.0693069306931, 243471
0.298507462687, 244275
0.200964630225, 244897
0.268965517241, 245622
0.186746987952, 246452
0.210084033613, 247047
0.17955801105, 247409
0.148648648649, 248149
0.41, 249149
0.218818380744, 250063
0.229591836735, 250847
0.151162790698, 251277
0.135922330097, 251792
0.164556962025, 252582
0.15625, 253254
0.229166666667, 253974
0.214899713467, 254672
0.236641221374, 255327
0.488549618321, 255982
0.332661290323, 257470
0.16713091922, 258188
0.211538461538, 258708
0.183752417795, 259225
0.173192771084, 259889
0.149147727273, 260593
0.184964200477, 261431
0.190476190476, 262061
0.105363984674, 262583
0.0880626223092, 263094
0.208333333333, 263550
0.20245398773, 264365
0.20295202952, 264907
0.208333333333, 265651
0.163806552262, 266292
0.172413793103, 266930
0.0945179584121, 267459
0.165165165165, 268125
0.20902090209, 269034
0.286935286935, 269853
0.209627329193, 270497
0.244618395303, 271008
0.186230248307, 271894
0.495207667732, 272520
0.195402298851, 273390
0.179257362356, 274171
0.0353982300885, 274736
0.18302828619, 275337
0.120738636364, 276041
0.152173913043, 276731
0.269058295964, 277400
0.272373540856, 278171
0.182481751825, 278582
0.178571428571, 279254
0.182186234818, 279748
0.183823529412, 280428
0.244186046512, 280858
0.258302583026, 281671
0.256723716381, 282489
0.172955974843, 283125
0.105363984674, 283647
0.0675675675676, 284165
0.257668711656, 284980
0.264522821577, 285944
0.187239944521, 286665
0.298507462687, 287469
0.242718446602, 288396
0.232815964523, 289298
0.201005025126, 289696
0.163204747774, 290370
0.158102766798, 291129
0.192307692308, 291779
0.196232339089, 292416
0.153243050606, 293819
0.228785357737, 295021
0.27386541471, 295660
0.165354330709, 296295
0.302826379542, 297038
0.143603133159, 297421
0.126782884311, 298052
0.402298850575, 299183
0.16006097561, 299839
0.2, 300464
0.144628099174, 301190
0.214681440443, 301912
0.149842271293, 302546
0.276430649855, 303577
0.157819225251, 304274
0.661764705882, 305634
0.121951219512, 306167
0.157035175879, 306963
0.207100591716, 307639
0.140350877193, 308209
0.202764976959, 309294
0.183333333333, 309894
0.200601805416, 310891
0.154867256637, 311569
0.404551201011, 312360
0.238095238095, 312990
0.267008046818, 314357
0.25974025974, 315358
0.186991869919, 316588
0.0809061488673, 317206
0.184275184275, 317613
0.206378986867, 318146
0.253623188406, 318698
0.210325047801, 319221
0.167364016736, 319938
0.26582278481, 320333
0.321011673152, 320847
0.211345939933, 321746
0.216346153846, 322578
0.183246073298, 322960
0.201949860724, 323678
0.209627329193, 324322
0.191489361702, 324792
0.251623376623, 325408
0.236486486486, 326148
0.180467091295, 327090
0.36, 327590
0.397170837867, 328509
0.0727650727651, 328990
0.209627329193, 329634
0.0694444444444, 330354
0.238836967809, 331317
0.206270627063, 331923
0.154185022026, 332604
0.195979899497, 333599
0.348984771574, 334387
0.281954887218, 335185
0.19587628866, 336155
0.205167173252, 336813
0.193704600484, 337226
0.172031076582, 338127
0.179487179487, 338712
0.358565737052, 339967
0.25641025641, 340903
0.242763772176, 341974
0.173611111111, 342406
0.252100840336, 343120
0.22962962963, 343795
0.207920792079, 344805
0.151515151515, 345630
0.174418604651, 346232
0.124309392265, 346594
0.243605359318, 347415
0.171339563863, 348057
0.152173913043, 348747
0.225988700565, 349101
0.0303643724696, 349595
0.33889468196, 350554
0.178181818182, 351929
0.138157894737, 352689
0.13986013986, 353261
0.230692076229, 354258
0.176304654443, 354967
0.223307745987, 356400
0.287769784173, 357234
0.0796812749004, 357736
0.125673249551, 358293
0.274135876043, 359132
0.110246433204, 359903
0.160116448326, 360590
0.257142857143, 361465
0.276035131744, 362262
0.15503875969, 362649
0.350241545894, 363891
0.33921302578, 364628
0.281065088757, 365642
0.253878702398, 366351
0.227272727273, 366725
0.105882352941, 367150
0.0470588235294, 367575
0.170454545455, 368367
0.265726681128, 369289
0.0651041666667, 369673
0.239774330042, 370382
0.183080808081, 371174
0.235361653272, 372045
0.148902821317, 372683
0.162835249042, 373205
0.236051502146, 374137
0.216894977169, 375013
0.0565428109855, 375632
0.162213740458, 376156
0.202429149798, 376650
0.239938080495, 377296
0.244479495268, 377930
0.0987841945289, 378588
0.0503778337531, 378985
0.447080291971, 380081
0.30585106383, 380457
0.223880597015, 380859
0.233555767398, 381908
0.121703853955, 382401
0.268817204301, 383424
0.0452488687783, 383866
0.331460674157, 384756
0.263157894737, 385744
0.0935828877005, 386118
0.0920245398773, 386607
0.205592105263, 387215
0.163656884876, 388101
0.169867060561, 388778
0.183706070288, 389404
0.207026348808, 390201
0.195007800312, 390842
0.246478873239, 391552
0.186625194401, 392195
0.197080291971, 392880
0.176908752328, 393417
0.170842824601, 393856
0.206022187005, 394487
0.222419928826, 395049
0.44363256785, 396007
0.202237521515, 397169
0.230073952342, 398386
0.256880733945, 399476
0.244922341697, 400313
0.250521920668, 401271
0.27950310559, 402076
0.0572519083969, 402600
0.136612021858, 402966
0.140350877193, 403536
0.379609544469, 404458
0.195460277427, 405251
0.166139240506, 405883
0.0906344410876, 406545
0.501835985312, 407362
0.176730486009, 408041
0.124031007752, 408686
0.152671755725, 409996
0.239197530864, 410644
0.206106870229, 411299
0.197452229299, 412084
0.240423797881, 413311
0.30701754386, 413995
0.247410817031, 414864
0.282131661442, 415502
0.267591674926, 416511
0.148148148148, 416916
0.171974522293, 417701
0.43134872418, 418524
0.252403846154, 419356
0.201754385965, 420496
0.497572815534, 421320
0.222222222222, 422355
0.431701030928, 423131
0.208333333333, 423995
0.244956772334, 424689
0.212014134276, 425538
0.15625, 426178
0.376033057851, 427388
0.570839064649, 428115
0.202702702703, 428633
0.297121634169, 429710
0.175070028011, 430424
0.2154626109, 431213
0.206286836935, 431722
0.203201970443, 432534
0.16975308642, 433182
0.0924214417745, 433723
0.271659324523, 434404
0.02, 434904
0.468135326515, 436175
0.152963671128, 436698
0.444444444444, 437688
0.192786069652, 438492
0.193340494092, 439423
0.184964200477, 440261
0.197368421053, 440793
0.261599210267, 441806
0.200964630225, 442428
0.155945419103, 442941
0.106571936057, 443504
0.335820895522, 444040
0.238938053097, 444605
0.212765957447, 445357
0.128048780488, 446177
0.143288084465, 446840
0.184174624829, 447573
0.2, 448098
0.174418604651, 448786
0.240083507307, 449265
0.0890207715134, 449602
0.167938931298, 450257
0.045871559633, 450584
0.16369047619, 451256
0.153284671533, 451941
0.152801358234, 452530
0.269271383316, 453477
0.198863636364, 454005
0.246153846154, 454655
0.0978792822186, 455268
0.119182746879, 456149
0.195530726257, 456865
0.109717868339, 457503
0.488676996424, 458342
0.115979381443, 458730
0.079575596817, 459107
0.0657894736842, 459639
0.244215938303, 460417
0.17146776406, 461146
0.147637795276, 461654
0.167364016736, 462371
0.176470588235, 462881
0.18779342723, 463520
0.311457174638, 464419
0.118577075099, 464925
0.243328100471, 465562
0.210325047801, 466085
0.407685098407, 467152
0.176544766709, 467945
0.0907258064516, 468441
0.232732732733, 469107
0.152671755725, 469762
0.12, 470387
0.177865612648, 470893
0.169902912621, 471511
0.166666666667, 472171
0.228013029316, 474013
0.152008686211, 474934
0.202492211838, 475897
0.109489051095, 476719
0.171790235081, 477272
0.261299435028, 477980
0.0956284153005, 478346
0.170212765957, 478816
0.257032007759, 479847
0.17199017199, 480254
0.217391304348, 480921
0.272151898734, 481711
0.41804180418, 482620
0.153985507246, 483172
0.28064516129, 484722
0.0792507204611, 485416
0.298076923077, 485936
0.154639175258, 486615
0.207373271889, 487266
0.153284671533, 487951
0.138121546961, 488494
0.17316017316, 488956
0.248803827751, 490001
0.149253731343, 490604
0.143403441683, 491127
0.170068027211, 491568
0.15988372093, 492256
0.293637846656, 492869
0.0597609561753, 493371
0.16253869969, 494017
0.188916876574, 494414
0.165876777251, 495047
0.226986128625, 495840
0.16253869969, 496486
0.294486215539, 497284
0.191761363636, 497988
0.284035259549, 499009
0.119926199262, 499551
0.218579234973, 500466
0.0955414012739, 501408
0.44061302682, 502191
0.454110898662, 503237
0.291666666667, 504677
0.305810397554, 505331
0.206378986867, 505864
0.126382306477, 506497
0.162980209546, 507356
0.203791469194, 508411
0.179856115108, 508828
0.104166666667, 509548
0.159574468085, 510206
0.0520833333333, 510590
0.111561866126, 511083
0.196629213483, 511795
0.288035450517, 512472
0.1547619
